livre,chapitre,verset,similarite,notre_texte,texte_github
mg_42,22,70,0.36,Dia hoy izy rehetra: Zanak'Andriamanitra va ary Ianao? Ary hoy Izy taminy: Voalazanareo fa Izaho no Izy.,Dia hoy izy rehetra: Zanak'Andriamanitra va ary Hianao? Ary hoy Izy taminy: Voalazanareo fa Izaho no Izy.Ary hoy ireo: Ka inona indray no ilantsika vavolombelona? fa ny tenantsika no efa nandre tamin'ny vavany.
mg_42,23,42,0.94,"Ary hoy izy: Jesoa o, tsarovy aho, rehefa avy amin'ny fanjakanao Ianao.","Ary hoy izy: Jesosy ô, tsarovy aho, rehefa avy amin'ny fanjakanao Hianao."
mg_42,24,42,0.93,Ary dia nomeny tapaky ny hazandrano voatono* Izy. [*Ampio hoe: sy tantely],Ary dia nomeny tapaky ny hazandrano voatono Izy.<n>[ Ampio hoe: sy tantely]</n>
mg_43,1,9,0.95,"Tao ny tena Mazava* Izay mahazava ny olona rehetra tonga amin'izao tontolo izao**. [*Na: Izy no tena Mazava] [**Na: Ny Mazava marina, Izay mahazava ny olona rehetra, dia tonga amin'izao tontolo izao]","Tao ny tena Mazava Izay mahazava ny olona rehetra tonga amin'izao tontolo izao. <n>[Na: Izy no tena Mazava]</n> <n>[Na: Ny Mazava marina, Izay mahazava ny olona rehetra, dia tonga amin'izao tontolo izao]</n>"
mg_43,1,15,0.70,"Jaona nanambara Azy ka niantso hoe: Izy Ilay nolazaiko hoe: Izay avy ao aoriako dia efa tonga eo alohako, satria talohako Izy.",Jaona nanambara Azy ka niantso hoe: Izy Ilay nolazaiko hoe: Izay avy
mg_43,1,50,0.63,Jesoa namaly ka nanao taminy hoe: Moa ny nilazako taminao va fa hitako teo ambanin'ny aviavy ianao no inoanao? Hahita zavatra lehibe noho izany ianao.,Jesosy namaly ka nanao taminy hoe: Moa ny nilazako taminao va fa hitako teo ambanin'ny aviavy ianao no inoanao? Hahita zavatra lehibe noho izany ianao.Ary hoy koa Izy taminy: Lazaiko aminareo marina dia marina tokoa: Ho hitanareo ny lanitra misokatra sy ny anjelin'Andriamanitra miakatra sy midina eo ambonin'ny Zanak'olona.
mg_43,2,24,0.57,"Fa Jesoa tsy natoky azy, satria Izy nahalala ny olona rehetra;","Fa Jesosy tsy natoky azy, satria Izy nahalala ny olona rehetra;ary tsy nitady olona hanambara olona Izy; fa ny tenany nahalala izay tao am-pon'ny olona."
mg_43,3,18,0.92,"Izay mino Azy dia tsy helohina*; fa izay tsy mino kosa dia efa voaheloka** rahateo, satria tsy nino ny anaran'ny Zanaka-lahy Tokan'Andriamanitra izy. [*Grika: tsaraina] [**Grika: voatsara]","Izay mino Azy dia tsy helohina; fa izay tsy mino kosa dia efa voaheloka rahateo, satria tsy nino ny anaran'ny Zanaka-lahy Tokan'Andriamanitra izy. <n>[Gr. tsaraina]</n> <n>[Gr. voatsara]</n>"
mg_43,4,53,0.76,Koa fantatry ny rainy fa tamin'izay indrindra no ora nanaovan'i Jesoa taminy hoe: Velona ny zanakao. Dia nino izy mbamin'ny ankohonany rehetra.,"Koa fantatry ny rainy fa tamin'izay indrindra no ora nanaovan'i Jesosy taminy hoe: Velona ny zanakao. Dia nino izy mbamin'ny ankohonany rehetra.Izany no famantarana faharoa nataon'i Jesosy, fony Izy tonga tany Galilia avy tany Jodia."
mg_43,5,3,0.94,"Tao no nandrian'ny marary maro, ny jamba, ny mandringa, ny mati-ila*. [*Grika: efa maina, na malazo. Ampio hoe: [*miandry ny fihetsehan'ny rano]","Tao no nandrian'ny marary maro, ny jamba, ny mandringa, ny mati-ila. <n>[Gr. efa maina, na malazo. Ampio hoe: <n>[miandry ny fihetsehan'ny rano]</n>"
mg_43,5,28,0.94,Aza gaga amin'izany; fa avy ny andro* izay handrenesan'ny olona rehetra any am-pasana ny feony; [*Grika: ora],Aza gaga amin'izany; fa avy ny andro izay handrenesan'ny olona rehetra any am-pasana ny feony; <n>[Gr. ora]</n>
mg_43,5,39,0.94,"Dinihinareo* ny Soratra Masina, satria ataonareo fa ao aminy no anananareo fiainana mandrakizay, ary ireny no manambara Ahy. [*Na: Diniho]","Dinihinareo ny Soratra Masina, ataonareo fa ao aminy no anananareo fiainana mandrakizay, ary ireny no manambara Ahy. <n>[Na: Diniho]</n>"
mg_43,6,70,0.65,"Jesoa namaly azy hoe: Tsy Izaho va no nifidy anareo roa ambin'ny folo lahy, nefa ny anankiray aminareo aza dia devoly?","Jesosy namaly azy hoe: Tsy Izaho va no nifidy anareo roa ambin'ny folo lahy, nefa ny anankiray aminareo aza dia devoly?Fa Izy nilaza an'i Jodasy, zanak'i Simona Iskariota; fa izy no ilay efa hamadika Azy, nefa isan'ny roa ambin'ny folo lahy."
mg_43,7,52,0.81,"Izy ireo namaly ka nanao taminy hoe: Ianao koa angaha mba avy any Galilia? Diniho, dia ho hitanao fa tsy mba misy mpaminany avy any Galilia.","Izy ireo namaly ka nanao taminy hoe: Hianao koa angaha mba avy any Galilia? Diniho, dia ho hitanao fa tsy mba misy mpaminany avy any Galilia.<n>[Dia samy lasa nody ho any an-tranony avy izy rehetra;]</n>"
mg_43,8,17,0.93,Ary voasoratra ao amin'ny lalànareo fa marina ny fanambaran'ny olona roa lahy (Deoteronomia 19:15).,Ary voasoratra ao amin'ny lalànareo fa marina ny fanambaran'ny olona roa lahy (Deo. 19. 15).
mg_43,8,25,0.95,Dia hoy ireo taminy: Iza moa Ianao? Hoy Jesoa taminy: Ilay nolazaiko taminareo hatramin'ny voalohany*. [*Na: Ilay lazaiko aminareo indrindra],Dia hoy ireo taminy: Iza moa Hianao? Hoy Jesosy taminy: Ilay nolazaiko taminareo hatramin'ny voalohany. <n>[Na: Ilay lazaiko aminareo indrindra]</n>
mg_43,8,35,0.93,Fa ny andevo tsy mitoetra ao an-trano mandrakariva*; fa ny zanaka no mitoetra mandrakariva*. [*Grika: mandrakizay],Fa ny andevo tsy mitoetra ao an-trano mandrakariva; fa ny zanaka no mitoetra mandrakariva. <n>[Gr. mandrakizay]</n>
mg_43,8,44,0.12,"Ianareo avy tamin'ny devoly rainareo, ka izay sitraky ny rainareo no tianareo hatao. Izy dia mpamono olona hatramin'ny taloha, ary tsy nitoetra tamin'ny* marina, satria tsy misy marina aminy. Raha mandainga izy, dia ny azy no lazainy, satria mpandainga izy sady rain'ny lainga. [*Na: (mitoetra amin')]","Hianareo avy tamin'ny devoly rainareo, ka izay sitraky ny rainareo no tianareo hatao. Izy dia mpamono olona hatramin'ny taloha, ary tsy nitoetra tamin'ny marina, satria tsy misy marina aminy. Raha mandainga izy, dia ny azy no lazainy, satria mpandainga izy sady rain'ny lainga. <n>[Na: (mitoetra amin')]</n>"
mg_43,8,58,0.54,"Hoy Jesoa taminy: Lazaiko aminareo marina tokoa: Fony tsy mbola ary Abrahama, dia Izy Aho.","Hoy Jesosy taminy: Lazaiko aminareo marina tokoa: Fony tsy mbola ary Abrahama, dia Izy Aho.Dia naka vato hitoraka Azy ny olona; fa Jesosy niery ka niala teo an-kianjan'ny tempoly. <n>[Ampio hoe: ary namaky teo afovoan'ny olona ka lasa]</n>"
mg_43,10,33,0.94,"Ny Jiosy namaly Azy hoe: Tsy asa tsara no itorahanay vato Anao, fa fitenenan-dratsy*, satria olona ihany Ianao, nefa manao ny tenanao ho Andriamanitra. [*Grika: blasfemia, izahao Matio 9:3]","Ny Jiosy namaly Azy hoe: Tsy asa tsara no itorahanay vato Anao, fa fitenenan-dratsy, satria olona ihany Hianao, nefa manao ny tenanao ho Andriamanitra. <n>[Gr. blasfemia, izahao Mat. 9,3]</n>"
mg_43,10,39,0.92,Dia nitady hisambotra Azy indray ny Jiosy; fa nandositra azy* Izy. [*Grika: Ny tànany],Dia nitady hisambotra Azy indray ny Jiosy; fa nandositra azy Izy. <n>[Gr. Ny tànany]</n>
mg_43,11,12,0.93,"Dia hoy ny mpianatra taminy: Tompoko, raha matory izy, dia ho tsara ihany*. [*Grika: hovonjena]","Dia hoy ny mpianatra taminy: Tompoko, raha matory izy, dia ho tsara ihany. <n>[Gr. hovonjena]</n>"
mg_43,11,35,0.90,Jesoa nitomany.,Jesosy nitomany.
mg_43,11,56,0.69,"Dia nitady an'i Jesoa ireo, raha nijanona teo an-kianjan'ny tempoly, ka niresaka hoe: Ahoana no hevitrareo? Tsy mba ho tonga amin'ny andro firavoravoana va Izy?","Dia nitady an'i Jesosy ireo, raha nijanona teo an-kianjan'ny tempoly, ka niresaka hoe: Ahoana no hevitrareo? Tsy mba ho tonga amin'ny andro firavoravoana va Izy?Ary ny lohan'ny mpisorona sy ny Fariseo efa nandidy fa raha misy olona mahalala izay itoerany, dia tsy maintsy milaza, mba hisamborany Azy."
mg_43,15,25,0.93,fa tonga izany mba hahatanteraka ny teny izay voasoratra ao amin'ny lalàny hoe: Halany foana Aho (Salamo 69:4; Salamo 109:3).,fa tonga izany mba hahatanteraka ny teny izay voasoratra ao amin'ny lalàny hoe: Halany foana Aho (Sal. 69. 4; 109. 3).
mg_43,15,26,0.74,"Fa raha tonga ny Mpananatra*, Izay hirahiko ho aminareo avy amin'ny Ray, dia ny Fanahin'ny fahamarinana Izay mivoaka avy amin'ny Ray, dia Izy no ho vavolombelona hanambara Ahy. [*Izahao Jaona 14:16]","Fa raha tonga ny Mpananatra, Izay hirahiko ho aminareo avy amin'ny Ray, dia ny Fanahin'ny fahamarinana Izay mivoaka avy amin'ny Ray, dia Izy no ho vavolombelona hanambara Ahy. <n>[ Izahao 14.16]</n>Ary ianareo koa dia vavolombelona hanambara, satria ianareo efa teto amiko hatramin'ny voalohany."
mg_43,16,7,0.94,"Fa Izaho milaza ny marina aminareo; mahatsara anareo ny fialàko; fa raha tsy hiala Aho, dia tsy ho avy aty aminareo ny Mpananatra*; fa raha handeha Aho, dia hirahiko ho aty aminareo Izy. [*Izahao Jaona 14:16]","Fa Izaho milaza ny marina aminareo; mahatsara anareo ny fialàko; fa raha tsy hiala Aho, dia tsy ho avy aminareo ny Mpananatra; fa raha handeha Aho, dia hirahiko hoy aminareo Izy. <n>[ Izahao 14.16]</n>"
mg_43,16,32,0.65,"Indro, avy ny andro*, eny, efa tonga, izay hielezanareo samy ho any amin'ny azy avy, ary hilaozanareo ho irery Aho; kanefa tsy irery Aho, fa ny Ray no ato amiko. [*Gr ora]","Indro, avy ny andro, eny, efa tonga, izay hielezanareo samy ho any amin'ny azy avy, ary hilaozanareo ho irery Aho; kanefa tsy irery Aho, fa ny Ray no ato amiko. <n>[Gr ora]</n>Izany teny izany efa nolazaiko taminareo mba hanananareo fiadanana amiko. Atỳ amin'izao tontolo izao no ahitanareo fahoriana; nefa matokia; Izaho efa naharesy izao tontolo izao."
mg_43,17,16,0.91,"Tsy naman*'izao tontolo izao izy, tahaka Ahy tsy naman*'izao tontolo izao. [*Grika: avy amin']","Tsy naman izao tontolo izao izy, tahaka Ahy tsy naman'izao tontolo izao. <n>[Gr. avy amin']</n>"
mg_43,17,25,0.52,"Ray marina o, tsy nahalala Anao izao tontolo izao; fa Izaho nahalala Anao, ary ireto efa mahalala fa Ianao no naniraka Ahy.","Ray marina ô, tsy nahalala Anao izao tontolo izao; fa Izaho nahalala Anao, ary ireto efa mahalala fa Hianao no naniraka Ahy.Ary efa nampahafantariko azy ny anaranao, ary mbola hampahafantariko ihany, mba ho ao aminy ny fitiavana izay nitiavanao Ahy, ary Izaho koa ho ao aminy."
mg_43,18,33,0.93,"Ary niditra tao anati-rova* indray Pilato, dia niantso an'i Jesoa ka nanao taminy hoe: Ianao va no Mpanjakan'ny Jiosy? [*Grika: pretoria]","Ary niditra tao anati-rova indray Pilato, dia niantso an'i Jesosy ka nanao taminy hoe: Hianao va no Mpanjakan'ny Jiosy? <n>[Gr. pretoria]</n>"
mg_43,18,37,0.18,"Ary hoy Pilato taminy: Mpanjaka va ary Ianao ? Jesoa namaly hoe: Voalazanao fa mpanjaka Aho. Izao no nahaterahako, ary izao no nihaviako amin'izao tontolo izao, dia ny hanambara ny marina. Izay rehetra avy amin'ny marina dia mihaino ny feoko.","Ary hoy Pilato taminy: Mpanjaka va ary Hianao ? Jesosy namaly hoe: Voalazanao fa mpanjaka Aho. Izao no nahaterahako, ary izao no nihaviako amin'izao tontolo izao, dia ny hanambara ny marina. Izay rehetra avy amin'ny marina dia mihaino ny feoko."
mg_43,19,9,0.92,dia niditra tao anati-rova* indray izy ka nanao tamin'i Jesoa hoe: Avy aiza moa Ianao? Fa tsy namaly azy akory Jesoa. [*Grika: pretoria],dia niditra tao anati-rova indray izy ka nanao tamin'i Jesosy hoe: Avy aiza moa Hianao? Fa tsy namaly azy akory Jesosy. <n>[Gr. pretoria]</n>
mg_43,19,36,0.93,Fa tonga izany mba hahatanteraka ny Soratra Masina hoe: Tsy hisy hotapahina ny taolany (Eksodosy 12:46; Salamo 34:20).,Fa tonga izany mba hahatanteraka ny Soratra Masina hoe: Tsy hisy hotapahina ny taolany (Eks. 12. 46; Sal. 34. 20).
mg_43,20,30,0.61,"Ary nisy famantarana maro hafa koa nataon'i Jesoa teo imason'ny mpianatra, izay tsy voasoratra amin'ity boky ity;","Ary nisy famantarana maro hafa koa nataon'i Jesosy teo imason'ny mpianatra, izay tsy voasoratra amin'ity boky ity;fa voasoratra izao, mba hinoanareo fa Jesosy no Kristy, Zanak'Andriamanitra, ary mba hanananareo fiainana amin'ny anarany, raha mino ianareo."
mg_43,21,5,0.92,"Dia hoy Jesoa taminy: Anaka, manan-kanina* va ianareo? Dia namaly Azy hoe izy: Tsia. [*Grika: laoka]","Dia hoy Jesosy taminy: Anaka, manan-kanina va ianareo? Dia namaly Azy hoe izy: Tsia. <n>[Gr. laoka]</n>"
mg_43,21,15,0.69,"Ary rehefa nisakafo izy, dia hoy Jesoa tamin'i Simona Petera: Simona, zanak'i Jaona, moa ny fitiavanao Ahy mihoatra noho ny fitiavan'ireto? Hoy izy taminy: Eny, Tompoko; Ianao mahalala fa tia Anao aho. Dia hoy Izy taminy: Fahano ary ny ondrikeliko.","Ary rehefa nisakafo izy, dia hoy Jesosy tamin'i Simona Petera: Simona, zanak'i Jaona, moa ny fitiavanao Ahy mihoatra noho ny fitiavan'ireto? Hoy izy taminy: Eny, Tompoko; Hianao mahalala fa tia Anao aho. Dia hoy Izy taminy: Fahano ary ny ondrikeliko."
mg_44,2,27,0.91,Fa tsy ho foinao ho any amin'ny fiainan-tsy hita* ny aiko; Ary tsy hamela ny Iray Masinao ho tratry ny lo Ianao; [*Grika: Hadesy],Fa tsy ho foinao ho any amin'ny fiainan-tsi-hita ny aiko; Ary tsy hamela ny Iray Masinao ho tratry ny lò Hianao; <n>[Gr. Hadesy]</n>
mg_44,2,28,0.95,Nampahafantatra ahy ny lalan'aina Ianao; Hampifaly ahy indrindra amin'ny tavanao (Salamo 16:8-11).,Nampahafantatra ahy ny lalan'aina Hianao; Hampifaly ahy indrindra amin'ny tavanao (Sal. 16. 8-11).
mg_44,2,31,0.94,"koa raha nahita rahateo izy, dia nilaza ny fitsanganan'i Kristy, fa tsy nafoy ho any amin'ny fiainan-tsy hita* Izy, ary ny nofony tsy tratry ny lo. [*Grika: Hadesy]","koa raha nahita rahateo izy, dia nilaza ny fitsanganan'i Kristy, fa tsy nafoy ho any amin'ny fiainan-tsi-hita Izy, ary ny nofony tsy tratry ny lò. <n>[Gr. Hadesy]</n>"
mg_44,2,35,0.95,Ambara-panaoko ny fahavalonao ho fitoeran-tongotrao (Salamo 110:1).,Ambara-panaoko ny fahavalonao ho fitoeran-tongotrao (Sal. 110. 1).
mg_44,3,23,0.93,Ary izay rehetra tsy hihaino izany mpaminany izany dia haringana tsy ho eo amin'ny olona (Deoteronomia 18:15-19).,"Ary izay rehetra tsy hihaino izany mpaminany izany dia haringana tsy ho eo amin'ny olona (Deo. 18. 15, 19)."
mg_44,3,25,0.66,"Ianareo no zanaky ny mpaminany sy ny fanekena nataon'Andriamanitra tamin'ny razanareo, raha hoy Izy tamin'i Abrahama: Ary amin'ny taranakao no hitahiana ny firenena rehetra ambonin'ny tany (Genesisy 22:18).","Hianareo no zanaky ny mpaminany sy ny fanekena nataon'Andriamanitra tamin'ny razanareo, raha hoy Izy tamin'i Abrahama: Ary amin'ny taranakao no hitahiana ny firenena rehetra ambonin'ny tany (Gen. 22. 18).Andriamanitra, rehefa nanangana ny Mpanompony, dia naniraka Azy ho aminareo voalohany, mitahy anareo amin'ny fialanareo rehetra amin'ny faharatsianareo isam-batan'olona. <n>[Na: ny Zanany]</n>"
mg_44,6,11,0.93,dia nisy olona nomeny vava hanao hoe: Efa renay niteny ratsy* an'i Mosesy sy Andriamanitra ity. [*Grika: manao blasfemia; izahao Matio 9:3],dia nisy olona nomeny vava hanao hoe: Efa renay niteny ratsy an'i Mosesy sy Andriamanitra ity. <n>[ Gr. manao blasfemia; izahao Mat. 9.3]</n>
mg_44,6,14,0.66,Fa efa renay izy nilaza fa ilay Jesoa avy any Nazareta dia handrava ity fitoerana ity sy hanova ny fomba izay natolotr'i Mosesy antsika.,"Fa efa renay izy nilaza fa ilay Jesosy avy any Nazareta dia handrava ity fitoerana ity sy hanova ny fomba izay natolotr'i Mosesy antsika.Ary izay rehetra nipetraka teo amin'ny Synedriona, raha nandinika an'i Stefana, dia nahita ny tarehiny tahaka ny tarehin'anjely. ]</n>"
mg_44,7,28,0.94,Moa ta-hamono ahy koa va ialahy tahaka ny namonoan'ialahy ilay Egyptiana omaly? (Eksodosy 2:13-14.),"Moa ta-hamono ahy koa va ialahy tahaka ny namonoan'ialahy ilay Egyptiana omaly? (Eks. 2. 13, 14.)"
mg_44,7,50,0.93,Tsy ny tanako va no nanao izao zavatra rehetra izao? (Isaia 66:1-2.),"Tsy ny tanako va no nanao izao zavatra rehetra izao? (Isa. 66. 1, 2.)"
mg_44,7,59,0.54,"Ary ny olona nitora-bato an'i Stefana, izay niantso hoe: Ry Jesoa Tompo o, raiso ny fanahiko.","Ary ny olona nitora-bato an'i Stefana, izay niantso hoe: Ry Jesosy Tompo ô, raiso ny fanahiko.Dia nandohalika izy ka niantso tamin'ny feo mahery hoe Tompo ô, aza atao ho helony anie izao ota izao. Ary rehefa nilaza izany izy, dia nodi-mandry."
mg_44,8,33,0.95,Ny fietren-tena no nanaovana Azy resy lahatra; Ary iza no hahalaza ny amin'ny niara-belona taminy *? Fa ny ainy nesorina tamin'ny tany (Isaia 53:7-8). [*Na: ny fianakaviany],"Ny fietren-tena no nanaovana Azy resy lahatra; Ary iza no hahalaza ny amin'ny niara-belona taminy ? Fa ny ainy nesorina tamin'ny tany (Isa. 53. 7, 8). <n>[ Na: ny fianakaviany]</n>"
mg_44,9,22,0.94,"Ary Saoly mainka nihahery, dia nandresy lahatra ny Jiosy izay nonina tany Damaskosy ka naneho marimarina fa Jesoa* no Kristy. [*Grika: Ity]","Ary Saoly mainka nihahery, dia nandresy lahatra ny Jiosy izay nonina tany Damaskosy ka naneho marimarina fa Jesosy no Kristy. <n>[ Gr. Ity]</n>"
mg_44,9,36,0.95,"Ary tany Jopa nisy vehivavy mpianatra atao hoe Tabita, izany hoe, raha adika, Dorkasy*; ary be ny asa soa sy ny fiantrana izay nataon'izany vehivavy izany. [*Dorkasy = Gazela; izahao II Samoela 2:18]","Ary tany Jopa nisy vehivavy mpianatra atao hoe Tabita, izany hoe, raha adika, Dorkasy; ary be ny asa soa sy ny fiantrana izay nataon'izany vehivavy izany. <n>[ Dorkasy = Gazela; izahao 2 Sam. 2,18]</n>"
mg_44,11,30,0.93,"Dia nataony izany, ary ny tanan'i Barnabasy sy Saoly no nampitondrainy izany ho any amin'ny loholona*. [*Grika: presbytera]","Dia nataony izany, ary ny tànan'i Barnabasy sy Saoly no nampitondrainy izany ho any amin'ny loholona. <n>[ Gr. presbytera]</n>"
mg_44,13,18,0.93,Ary Izy nandefitra tamin'ny nataony* tany an'efitra tokony ho efa-polo taona. [*Na: (nitondra azy tahaka ny fitondran'ny olona ny zanany; izahao Deoteronomia 1:31)],Ary Izy nandefitra tamin'ny nataony tany an-efitra tokony ho efa-polo taona. <n>[ Na: (nitondra azy tahaka ny fitondran'ny olona ny zanany; izahao Deo. 1.31)]</n>
mg_44,13,35,0.93,Fa hoy Izy eo amin'ny Salamo hafa koa: Tsy hamela ny Iray Masinao ho tratry ny lo Ianao (Salamo 16:10).,Fa hoy Izy ao amin'ny Salamo hafa koa: Tsy hamela ny Iray Masinao ho tratry ny lò Hianao (Sal. 16. 10).
mg_44,13,45,0.94,"Nefa ny Jiosy kosa, raha nahita ny vahoaka betsaka, dia feno fialonana ka nanohitra ny teny nolazain'i Paoly, sady niteny ratsy*. [*Grika: nanao blasfemia, izahao Matio 9:3]","Nefa ny Jiosy kosa, raha nahita ny vahoaka betsaka, dia feno fialonana ka nanohitra ny teny nolazain'i Paoly, sady niteny ratsy. <n>[ Gr. nanao blasfemia, izahao Mat. 9.3]</n>"
mg_44,14,2,0.95,Fa ny Jiosy izay tsy nino dia nampitaitra ny jentilisa ka nanome fo azy hanohitra ny rahalahy.,Fa ny Jiosy izay tsy nino dia nampitaitra ny jentilisa ka nanome fo azy hanohitra hanohitra ny rahalahy.
mg_44,14,12,0.90,"Ary ny anaran'i Barnabasy nataony hoe Jopitera*, ary Paoly kosa Merkory**, satria izy no mpitarika ny teny nalahatra. [*Grika: Zeosy] [** Grika: Hermesy]","Ary ny anaran'i Barnabasy nataony hoe Jopitera, ary Paoly kosa Merkory, satria izy no mpitarika ny teny nalahatra. <n>[ Gr. Zeosy]</n> <n>[ Gr. Hermesy]</n>"
mg_44,14,23,0.93,"Ary rehefa nanendry* loholona** teo amin'ny isam-piangonana izy, dia nivavaka sady nifady hanina ka dia nanolotra azy ho an'ny Tompo Izay efa ninoany. [*Na: nampananga-tanana nifidy] [** Grika: presbytera]","Ary rehefa nanendry loholona teo amin'ny isam-piangonana izy, dia nivavaka sady nifady hanina ka dia nanolotra azy ho an'ny Tompo Izay efa ninoany. <n>[ Na: nampananga-tanana nifidy]</n> <n>[ Gr. presbytera]</n>"
mg_44,15,6,0.92,Ary dia nivory ny Apostoly sy ny loholona* mba hihevitra izany zavatra izany. [*Grika: presbytera],Ary dia nivory ny Apostoly sy ny loholona mba hihevitra izany zavatra izany. <n>[ Gr. presbytera]</n>
mg_44,15,18,0.95,Izay manao izany zavatra fantatra hatramin'ny voalohany indrindra izany (Amosa 9:11-12).,"Izay manao izany zavatra fantatra hatramin'ny voalohany indrindra izany (Amo. 9. 11, 12)."
mg_44,17,12,0.94,"Koa maro tamin'ireo no nino, ary tsy vitsy tamin'ny vehivavy jentilisa* nanan-kaja sy ny lehilahy. [*Grika: Grika]","Koa maro tamin'ireo no nino, ary tsy vitsy tamin'ny vehivavy jentilisa nanan-kaja sy ny lehilahy. <n>[Gr. Grika]</n>"
mg_44,19,10,0.95,"Ary naharitra roa taona ngarangidina izany, ka dia nandre ny tenin'ny Tompo izay rehetra nonina tany Asia, na Jiosy na jentilisa*. [*Grika: Grika]","Ary naharitra roa taona ngarangidina izany, ka dia nandre ny tenin'ny Tompo izay rehetra nonina tany Asia, na Jiosy na jentilisa. <n>[ Gr. Grika]</n>"
mg_44,19,23,0.93,Ary tamin'izany andro izany dia nisy tabataba be ihany ny amin'izany fampianarana* izany. [*Grika: lalana],Ary tamin'izany andro izany dia nisy tabataba be ihany ny amin'izany fampianarana izany. <n>[ Gr. lalana]</n>
mg_44,20,17,0.90,"Ary raha tany Mileto Paoly, dia naniraka hankany Efesosy izy ka nampaka ny loholon*'ny fiangonana** hankeo aminy. [*Grika: presbytera] [**Grika: eklesia]","Ary raha tany Mileto Paoly, dia naniraka hankany Efesosy izy ka nampaka ny loholon'ny fiangonana hankeo aminy. <n>[ Gr. presbytera]</n> <n>[Gr. eklesia]</n>"
mg_44,20,21,0.94,ary nambarako tamin'ny Jiosy sy ny jentilisa* koa ny fibebahana amin'Andriamanitra sy ny finoana an'i Jesoa Kristy Tompontsika. [*Grika: Grika],ary nambarako tamin'ny Jiosy sy ny jentilisa koa ny fibebahana amin'Andriamanitra sy ny finoana an'i Jesosy Kristy Tompontsika. <n>[ Gr. Grika]</n>
mg_44,20,28,0.86,"Tandremo ny tenanareo sy ny ondry rehetra izay nanaovan'ny Fanahy Masina anareo ho mpitandrina*, hiandrasanareo ny fiangonan**'Andriamanitra***, izay novidiny tamin'ny ràny. [*Grika: episkopo] [** Grika: eklesia'] [*** Na: ""ny fiangonan'ny Tompo""]","Tandremo ny tenanareo sy ny ondry rehetra izay nanaovan'ny Fanahy Masina anareo ho mpitandrina, hiandrasanareo ny fiangonan'Andriamanitra, izay novidiny tamin'ny ràny. <n>[Gr. episkopo]</n> <n>[ Gr. eklesia']</n> <n>[ Na: <n>[ny fiangonan'ny Tompo]</n>"
mg_44,20,29,0.94,Fantatro fa rehefa lasa aho dia hisy amboadia* masiaka hiditra eo aminareo izay tsy hiantra ny ondry. [*Grika: lopa],Fantatro fa rehefa lasa aho dia hisy amboadia masiaka hiditra eo aminareo izay tsy hiantra ny ondry. <n>[ Gr. lopa]</n>
mg_44,21,18,0.94,Ary nony ampitso dia niara-niditra tany amin'i Jakoba izahay sy Paoly; ary vory teo ny loholona* rehetra. ]*Grika: presbytera],Ary nony ampitso dia niara-niditra tany amin'i Jakoba izahay sy Paoly; ary vory teo ny loholona rehetra. ]</n>Gr. presbytera]</n>
mg_44,23,35,0.95,"dia hoy izy: Hihaino tsara ny teninao aho, rehefa tonga ny mpiampanga anao. Dia nasainy nambenana tao an-dapan'i* Heroda izy. [*Grika: pretoria]","dia hoy izy: Hihaino tsara ny teninao aho, rehefa tongay ny mpiampanga anao. Dia nasainy nambenana tao an-dapan'i Heroda izy. <n>[ Gr. pretoria]</n>"
mg_45,1,4,0.85,"ary naseho* tamin-kery ho Zanak'Andriamanitra** araka ny fanahin'ny fahamasinana tamin'ny fitsanganany tamin'ny maty, - dia Jesoa Kristy Tompontsika, [*Na: notendrena] [** Na: naseho ho Zanak'Andriamanitra mahery]","ary naseho tamin-kery ho Zanak'Andriamanitra araka ny fahamasinana tamin'ny fitsanganany tamin'ny maty, - dia Jesosy Kristy Tompontsika, <n>[ Na: notendrena]</n> <n>[ Na: naseho ho Zanak'Andriamanitra mahery]</n>"
mg_45,2,24,0.92,"Fa araka ny voasoratra, dia ianareo no itenenana ratsy* ny anaran'Andriamanitra any amin'ny jentilisa (Isaia 52:5). [*Grika: anaovana blasfemia; izahao Matio 9:3]","Fa araka ny voasoratra, dia ianareo no itenenana ratsy ny anaran'Andriamanitra any amin'ny jentilisa (Isa. 52. 5). <n>[Gr. anaovana blasfemia; izahao Mat. 9, 3]</n>"
mg_45,3,9,0.93,Ahoana ary? Manan-kavaly* va isika? Tsia tsy akory; fa efa voalazantsika rahateo ho mpanota avokoa na ny Jiosy na ny jentilisa**; [*Na: Latsaka noho ireny va isika?] [** Grika: Grika],Ahoana ary? Manan-kavaly va isika? Tsia tsy akory; fa efa voalazantsika rahateo ho mpanota avokoa na ny Jiosy na ny jentilisa; <n>[Na: Latsaka noho ireny va isika?]</n> <n>[ Gr. Grika]</n>
mg_45,3,13,0.94,Fasana misokatra ny tendany; Ny lelany no anaovany fitaka (Salamo 5:9) Ny poizin'ny menarana no ao ambanin'ny molony (Salamo 140:3),Fasana misokatra ny tendany; Ny lelany no anaovany fitaka (Sal. 5. 9); Ny poizin'ny menarana no ao ambanin'ny molony (Sal. 140. 3);
mg_45,3,14,0.92,Feno ozona sy fangidiana ny vavany (Salamo 10:7),Feno ozona sy fangidiana ny vavany (Sal. 10. 7);
mg_45,3,17,0.91,Ary ny lalan'ny fiadanana dia tsy fantany (Isaia 59:7-8),"Ary ny lalan'ny fiadanana dia tsy fantany (Isa. 59. 7, 8);"
