livre,chapitre,verset,notre_texte,texte_github_concatene
mg_46,14,39,"Koa amin'izany, ry rahalahiko, maniria fatratra ny haminany, ary aza mandrara tsy hiteny amin'ny fiteny tsy fantatra;","Koa amin'izany, ry rahalahiko, maniria fatratra ny haminany, ary aza mandrara tsy hiteny amin'ny fiteny tsy fantatra;kanefa aoka ny zavatra rehetra hatao amin'ny fahamendrehana sy ny filaminana."
mg_47,1,23,"Ary izaho miantso an'Andriamanitra ho vavolombelona ny amin'ny fanahiko, fa ny fialàko nenina aminareo ihany no tsy mbola nankanesako taty Korinto.","Ary izaho miantso an'Andriamanitra ho vavolombelona ny amin'ny fanahiko, fa ny fialàko nenina aminareo ihany no tsy mbola nankanesako tatỳ Korinto.Kanefa tsy mihambo ho tompon'ny finoanareo izahay, fa mpiara-miasa hampandroso ny fifalianareo, satria finoana no itoeranareo."
mg_47,2,16,amin'ny sasany dia hanitra avy amin'ny fahafatesana ho amin'ny fahafatesana; fa amin'ny sasany kosa dia hanitra avy amin'ny fiainana ho amin'ny fiainana. Koa iza moa no antonona ho amin'izany zavatra izany?,"amin'ny sasany dia hanitra avy amin'ny fahafatesana ho amin'ny fahafatesana; fa amin'ny sasany kosa dia hanitra avy amin'ny fiainana ho amin'ny fiainana. Koa iza moa no antonona ho amin'izany zavatra izany?Fa tsy mba toy ny maro izay manatsatso ny tenin'Andriamanitra hahazoam-bola izahay; fa toy ny amin'ny fahadiovam-po kosa, dia avy amin'Andriamanitra sady eo anatrehan'Andriamanitra no itenenanay ao amin'i Kristy."
mg_47,3,17,Ary ny Tompo izany Fanahy izany; ary izay itoeran'ny Fanahin'ny Tompo no itoeran'ny fahafahana.,"Ary ny Tompo izany Fanahy izany; ary izay itoeran'ny Fanahin'ny Tompo no itoeran'ny fahafahana.Fa isika rehetra kosa amin'ny tava tsy misarona dia mijery ny voninahitry ny Tompo toy ny amin'ny fitaratra, ka ovana hahazo izany endrika izany indrindra avy amin'ny voninahitra ka ho amin'ny voninahitra, toy ny avy amin'ny Tompo, dia ny Fanahy.<n>[Na: Dia tahaka ny fitaratra tarafin'ny voninahitry ny Tompo]</n>"
mg_47,4,17,"Fa ny fahorianay maivana, izay vetivety foana, dia mainka miasa fatratra indrindra ka mahatanteraka voninahitra mavesatra maharitra mandrakariva ho anay,","Fa ny fahorianay maivana, izay vetivety foana, dia mainka miasa fatratra indrindra ka mahatanteraka voninahitra mavesatra maharitra mandrakariva ho anay,raha tsy mijery ny hita izahay, fa ny tsy hita; fa ny hita dia ho vetivety foana, fa ny tsy hita no haharitra mandrakizay."
mg_47,6,17,"Koa mivoaha eo aminy ianareo, ka misaraha aminy, hoy Jehovah, Ary aza manendry izay zavatra tsy madio; Ary Izaho handray anareo.","Koa mivoaha eo aminy ianareo, ka misaraha aminy, hoy Jehovah, Ary aza manendry izay zavatra tsy madio; Ary Izaho handray anareo.Ary ho Rainareo Aho, ary ianareo ho zanako-lahy sy ho zanako-vavy, hoy Jehovah Tsitoha (Isa. 52. 11, 12)."
mg_47,7,15,"Ary vao mainka miraikitra aminareo aza ny fony, raha mahatsiaro ny fanarahanareo rehetra izy, dia ny haben'ny fahatahorana sy ny fangovitana nandraisanareo azy.","Ary vao mainka miraikitra aminareo aza ny fony, raha mahatsiaro ny fanarahanareo rehetra izy, dia ny haben'ny fahatahorana sy ny fangovitana nandraisanareo azy.Ary faly aho fa matoky anareo amin'ny zavatra rehetra."
mg_47,9,14,ary amin'ny fangatahany ho anareo dia manina anareo izy noho ny haben'ny fahasoavan'Andriamanitra aminareo.,ary amin'ny fangatahany ho anareo dia manina anareo izy noho ny haben'ny fahasoavan'Andriamanitra aminareo.Isaorana anie Andriamanitra noho ny fanomezany tsy azo tononina.
mg_47,11,32,Tany Damaskosy ny governora notendren'i Areta mpanjaka dia nampiambina ny tanàna Damaskosy mba hisambotra ahy;,"Tany Damaskosy ny governora notendren'i Areta mpanjaka dia nampiambina ny tanàna Damaskosy mba hisambotra ahy;fa avy teo amin'ny varavarankely eo amin'ny mànda no nampidinana ahy tamin'ny sobiky, ka dia afa-nandositra ny tànany aho."
mg_47,12,20,"Fa matahotra aho, fandrao, rehefa tonga aho, dia hahita anareo ho toy izay tsy tiako, ary ho hitanareo aho ho toy izay tsy tianareo ; fandrao hisy fifandirana, fialonana, fiafonafonana, fifampiandaniana, fanaratsiana, fibitsibitsihana, fieboeboana, fikotranana, -","Fa matahotra aho, fandrao, rehefa tonga aho, dia hahita anareo ho toy izay tsy tiako, ary ho hitanareo aho ho toy izay tsy tianareo ; fandrao hisy fifandirana, fialonana, fiafonafonana, fifampiandaniana, fanaratsiana, fibitsibitsihana, fieboeboana, fikotranana, -eny, fandrao, rehefa tonga indray aho, dia hampietry ahy eo anatrehanareo Andriamanitro, ary izaho hanana alahelo amin'ny maro izay nanota teo aloha ka tsy mbola nibebaka tamin'ny fahalotoana sy ny fijangajangana ary ny fijejojejoana nataony."
mg_47,13,13,Ny olona masina rehetra manao veloma anareo.,Ny olona masina rehetra manao veloma anareo.Ho aminareo rehetra anie ny fahasoavan'i Jesosy Kristy Tompo sy ny fitiavan'Andriamanitra ary ny firaisana amin'ny Fanahy Masina.
mg_48,1,23,"Fa nandre ihany izy hoe: Ilay mpanenjika antsika fahiny, indro izy ankehitriny mitory ny finoana izay noravany fahiny .","Fa nandre ihany izy hoe: Ilay mpanenjika antsika fahiny, indro izy ankehitriny mitory ny finoana izay noravany fahiny .Ary dia nankalazany an'Andriamanitra aho."
mg_48,2,20,"Voahombo miaraka amin'i Kristy amin'ny hazo fijaliana aho, ary tsy izaho intsony no velona, fa Kristy no velona ato anatiko; fa izay ivelomako ankehitriny eo amin'ny nofo dia ivelomako amin'ny finoana ny Zanak'Andriamanitra, Izay efa tia ahy ka nanolotra ny tenany hamonjy ahy.","Voahombo miaraka amin'i Kristy amin'ny hazo fijaliana aho, ary tsy izaho intsony no velona, fa Kristy no velona ato anatiko; fa izay ivelomako ankehitriny eo amin'ny nofo dia ivelomako amin'ny finoana ny Zanak'Andriamanitra, Izay efa tia ahy ka nanolotra ny tenany hamonjy ahy.Tsy mahafoana ny fahasoavan'Andriamanitra aho; fa raha avy amin'ny lalàna ny fahamarinana, dia maty foana Kristy."
mg_48,5,25,"Raha velon'ny Fanahy isika, dia aoka handeha araka ny Fanahy.","Raha velon'ny Fanahy isika, dia aoka handeha araka ny Fanahy.Aoka isika tsy handrani-tena foana ka hifampihaika sy hifampialona."
mg_49,2,21,"ao aminy no irafetan'ny rafitra rehetra, mitombo tsara ho tempoly masina ao amin'ny Tompo.","ao aminy no irafetan'ny rafitra rehetra, mitombo tsara ho tempoly masina ao amin'ny Tompo.Ary ao aminy no miaraka aorina koa ianareo ho fonenan'Andriamanitra amin'ny Fanahy."
mg_49,3,20,"Ary ho an'izay mahay manao mihoatra noho ny zavatra rehetra, eny, mihoatra lavitra noho izay rehetra angatahintsika na heverintsika aza, araka ny hery izay miasa ato amintsika,","Ary ho an'izay mahay manao mihoatra noho ny zavatra rehetra, eny, mihoatra lavitra noho izay rehetra angatahintsika na heverintsika aza, araka ny hery izay miasa ato amintsika,ho Azy anie ny voninahitra ao amin'ny fiangonana sy ao amin'i Kristy Jesosy hatramin'ny taranaka farany indrindra mandrakizay mandrakizay. Amena. <n>[ Gr. eklesia]</n>"
mg_5,1,45,"Dia niverina ianareo ka nitomany teo anatrehan'i Jehovah; nefa tsy nihaino ny feonareo Jehovah, na nanongilana ny sofiny taminareo.","Dia niverina ianareo ka nitomany teo anatrehan'i Jehovah; nefa tsy nihaino ny feonareo Jehovah, na nanongilana ny sofiny taminareo.Dia nitoetra ela tao Kadesy ianareo, araka ny andro izay nitoeranareo tao."
mg_5,2,36,"Hatrany Aroera, izay eo amoron'ny lohasahan-driaka Arnona, dia hatramin'ny tanàna izay ao an-dohasaha ka hatrany Gileada, dia tsy nisy tanàna tsy afatsika; fa izy rehetra dia natolotr'i Jehovah Andriamanitsika teo anoloantsika.","Hatrany Aroera, izay eo amoron'ny lohasahan-driaka Arnona, dia hatramin'ny tanàna izay ao an-dohasaha ka hatrany Gileada, dia tsy nisy tanàna tsy afatsika; fa izy rehetra dia natolotr'i Jehovah Andriamanitsika teo anoloantsika.Kanefa ny tanin'ny taranak'i Amona no tsy nakekenareo, dia ny tany amoron'ny lohasahan-driaka Jaboka, sy ny tanàna ao amin'ny tany havoana, ary izay rehetra nandraran'i Jehovah Andriamanitsika antsika."
mg_5,3,28,"fa mandidia an'i Josoa ianao, dia mampahereza azy sy mampahatanjaha azy; fa izy no handeha hita eo alohan'ity firenena ity, ary izy no hampandova azy ny tany izay ho hitanao.","fa mandidia an'i Josoa ianao, dia mampahereza azy sy mampahatanjaha azy; fa izy no handeha hita eo alohan'ity firenena ity, ary izy no hampandova azy ny tany izay ho hitanao.Ka dia nitoetra tany an-dohasaha tandrifin'i Beti-peora isika."
mg_5,4,48,"hatrany Aroera, izay ao amoron'ny lohasahan-driaka Arnona, ka hatramin'ny tendrombohitra Siona (Hermona izany),","hatrany Aroera, izay ao amoron'ny lohasahan-driaka Arnona, ka hatramin'ny tendrombohitra Siona (Hermona izany),dia ny tani-hay rehetra any an-dafy atsinanan'i Jordana ka hatramin'ny ranomasina amin'ny tani-hay eo ambodin'i Pisga."
mg_5,5,29,"Koa tandremo mba hanao araka izay efa nandidian'i Jehovah Andriamanitrareo anareo; aza mivily, na ho amin'ny ankavanana, na ho amin'ny ankavia;","Koa tandremo mba hanao araka izay efa nandidian'i Jehovah Andriamanitrareo anareo; aza mivily, na ho amin'ny ankavanana, na ho amin'ny ankavia;fa ny lalana rehetra izay nandidian'i Jehovah Andriamanitrareo anareo no halehanareo, mba ho velona ianareo ka hahita soa, ary ho maro andro any amin'ny tany izay holovanareo."
mg_5,6,24,"Ary Jehovah nandidy antsika hanaraka ireo didy rehetra ireo sy hatahotra an'i Jehovah Andriamanitsika, mba hahita soa mandrakariva isika sy ho velona tahaka ny amin'izao anio izao.","Ary Jehovah nandidy antsika hanaraka ireo didy rehetra ireo sy hatahotra an'i Jehovah Andriamanitsika, mba hahita soa mandrakariva isika sy ho velona tahaka ny amin'izao anio izao.Ary ho fahamarinantsika ny mitandrina hanaraka izany didy rehetra izany eo anatrehan'i Jehovah Andriamanitsika, araka izay efa nandidiany antsika."
mg_5,7,25,"Ny sarin-javatra voasokitra, izay andriamaniny, dia hodoranareo amin'ny afo; aza mitsiriritra ny volafotsy na ny volamena izay eo aminy, na maka izany ho anao, fandrao ho voafandriny ianao, fa fahavetavetana eo imason'i Jehovah Andriamanitrao izany.","Ny sarin-javatra voasokitra, izay andriamaniny, dia hodoranareo amin'ny afo; aza mitsiriritra ny volafotsy na ny volamena izay eo aminy, na maka izany ho anao, fandrao ho voafandriny ianao, fa fahavetavetana eo imason'i Jehovah Andriamanitrao izany.Ary aza mitondra fahavetavetana ho ao an-tranonao, fandrao ho voaozona tahaka izany koa ianao; ho halanao sy ho fahavetavetana eo imasonao indrindra izany, fa zavatra voaozona."
mg_5,8,19,"Fa raha manadino an'i Jehovah Andriamanitrao mihitsy ianao ka manaraka izay andriamani-kafa sady manompo azy sy miankohoka eo anatrehany, dia milaza aminareo marimarina aho fa haringana tokoa ianareo:","Fa raha manadino an'i Jehovah Andriamanitrao mihitsy ianao ka manaraka izay andriamani-kafa sady manompo azy sy miankohoka eo anatrehany, dia milaza aminareo marimarina aho fa haringana tokoa ianareo:tahaka ny andringanana ny firenen-tsamy hafa, izay aringan'i Jehovah eo anoloanareo, no handringanana anareo, satria tsy nihaino ny feon'i Jehovah Andriamanitrareo ianareo."
mg_5,11,31,"Fa ianareo efa handeha hita an'i Jordana ka hiditra sy handova ny tany izay omen'i Jehovah Andriamanitrareo anareo, ary handova azy ianareo ka honina eo;","Fa ianareo efa handeha hita an'i Jordana ka hiditra sy handova ny tany izay omen'i Jehovah Andriamanitrareo anareo, ary handova azy ianareo ka honina eo;koa tandremo mba harahinareo ny didy rehetra sy ny fitsipika izay ataoko eo anoloanareo anio."
mg_5,12,30,"dia mitandrema, fandrao voafandrika hanaraka ny fanaony ianao, rehefa voaringana eo anoloanao izy; ary andrao mamotopototra ny amin'ny andriamaniny ianao ka manao hoe: Nanao ahoana no nanompoan'ireny firenena ireny ny andriamaniny? fa izaho koa mba hanao toy izany.","dia mitandrema, fandrao voafandrika hanaraka ny fanaony ianao, rehefa voaringana eo anoloanao izy; ary andrao mamotopototra ny amin'ny andriamaniny ianao ka manao hoe: Nanao ahoana no nanompoan'ireny firenena ireny ny andriamaniny? fa izaho koa mba hanao toy izany.Aza manao toy izany amin'i Jehovah Andriamanitrao; fa ny fahavetavetana rehetra, izay halan'i Jehovah, no nataony tamin'ny andriamaniny; fa ny zananilahy sy ny zananivavy aza dia nodorany tamin'ny afo ho an'ny andriamaniny."
mg_5,13,18,"Ary aoka tsy hisy hiraikitra amin'ny tananao akory ny zavatra efa natolotra holevonina, mba hitsaharan'i Jehovah amin'ny fahatezerany mirehitra hamindrany fo aminao sy hiantrany anao, ary hahamaroany anao araka izay nianianany tamin'ny razanao,","Ary aoka tsy hisy hiraikitra amin'ny tananao akory ny zavatra efa natolotra holevonina, mba hitsaharan'i Jehovah amin'ny fahatezerany mirehitra hamindrany fo aminao sy hiantrany anao, ary hahamaroany anao araka izay nianianany tamin'ny razanao,raha hohenoinao ny feon'i Jehovah Andriamanitrao ka hotandremanao ny didiny rehetra izay andidiako anao anio, mba hanaovana izay mahitsy eo imason'i Jehovah Andriamanitrao."
mg_5,14,28,"Ary isan-telo taona dia alao ny ampahafolon'ny vokatrao rehetra amin'izany taona izany, ka ataovy ao an-tanànanao;","Ary isan-telo taona dia alao ny ampahafolon'ny vokatrao rehetra amin'izany taona izany, ka ataovy ao an-tanànanao;ary dia aoka ho avy ny Levita (satria tsy mba manana anjara na lova eo aminao izy) sy ny vahiny sy ny kamboty ary ny mpitondratena izay ao an-tanànanao, dia hihinana izy ka ho voky, mba hotahin'i Jehovah Andriamanitrao ianao amin'ny asan-tananao rehetra izay ataonao."
mg_5,15,22,"Ao an-tanànanao ihany no hihinananao ireny; na ny olona maloto na ny madio dia samy mahazo mihinana azy, tahaka ny ahazoany mihinana ny gazela sy ny diera.","Ao an-tanànanao ihany no hihinananao ireny; na ny olona maloto na ny madio dia samy mahazo mihinana azy, tahaka ny ahazoany mihinana ny gazela sy ny diera.Kanefa ny ràny no aza hanina, fa aidino amin'ny tany toy ny rano."
mg_5,16,21,"Aza manangana hazo ho Aseraha ho anao eo anilan'ny alitaran'i Jehovah Andriamanitrao, izay ataonao ho anao.","Aza manangana hazo ho Aseraha ho anao eo anilan'ny alitaran'i Jehovah Andriamanitrao, izay ataonao ho anao.Ary aza manao tsangam-baton-tsampy ho anao; fa halan'i Jehovah Andriamanitrao izany."
mg_5,17,19,"Ary ho ao aminy izany ka hovakiny amin'ny andro rehetra hiainany, mba hianarany hatahotra an'i Jehovah Andriamaniny ka hitandrina ny teny rehetra amin'izao lalàna izao sy ireto didy ireto hankatoavany azy,","Ary ho ao aminy izany ka hovakiny amin'ny andro rehetra hiainany, mba hianarany hatahotra an'i Jehovah Andriamaniny ka hitandrina ny teny rehetra amin'izao lalàna izao sy ireto didy ireto hankatoavany azy,mba tsy hiavonavonan'ny fony amin'ny rahalahiny, ary mba tsy hiviliany hiala amin'ny lalàna, na ho amin'ny ankavanana, na ho amin'ny ankavia, mba ho maro andro amin'ny fanjakany eo amin'ny Isiraely; izy sy ny taranany."
mg_5,18,21,Ary raha hoy ianao anakampo: Hataontsika ahoana no fahafantatra ny teny izay tsy nolazain'i Jehovah?,"Ary raha hoy ianao anakampo: Hataontsika ahoana no fahafantatra ny teny izay tsy nolazain'i Jehovah?Raha miteny amin'ny anaran'i Jehovah ny mpaminany, ka tsy efa ny zavatra, na tsy tanteraka, dia teny izay tsy nolazain'i Jehovah izany: tamin'ny fahasahisahiana no nilazan'ny mpaminany izany, koa aza matahotra azy."
mg_5,19,20,Ary ny olona sisa dia handre izany ka hatahotra ary tsy hanao araka izany ratsy izany eo aminao intsony.,"Ary ny olona sisa dia handre izany ka hatahotra ary tsy hanao araka izany ratsy izany eo aminao intsony.Dia tsy hiantra azy ny masonao; fa aina no hataonao solon'ny aina, maso solon'ny maso, nify solon'ny nify, tanana solon'ny tanana, tongotra solon'ny tongotra."
mg_5,20,19,"Raha hataonao fahirano ela ny tanàna izay tafihinao halaina, dia aza simbana kapaina amin'ny famaky ny hazo eo; fa hisy hohaninao amin'ireo, koa aza kapaina, fa olona va ny hazo any an-tsaha, no hataonao fahirano?","Raha hataonao fahirano ela ny tanàna izay tafihinao halaina, dia aza simbana kapaina amin'ny famaky ny hazo eo; fa hisy hohaninao amin'ireo, koa aza kapaina, fa olona va ny hazo any an-tsaha, no hataonao fahirano?Kanefa ny hazo izay fantatrao fa tsy fihinam-boa dia kapao ihany, ka ataovy manda hamelezana ny tanàna izay miady aminao mandra-paharesiny."
mg_5,21,22,Ary raha misy olona manao fahotana izay tokony hahafaty azy ka atao maty ary ahantona amin'ny hazo.,"Ary raha misy olona manao fahotana izay tokony hahafaty azy ka atao maty ary ahantona amin'ny hazo.dia tsy havela hiloaka alina eo amin'ny hazo ny fatiny, fa tsy maintsy halevinao androtr'iny ihany izy (fa voaozon'Andriamanitra ny mihantona amin'ny hazo); koa aza lotoina ny taninao, izay omen'i Jehovah Andriamanitrao anao ho lovanao."
mg_5,22,28,"Raha misy lehilahy mahita zazavavy virijina, izay tsy voafofo ho vadin'olona, ka misavika azy sady mandry aminy, koa hita izy roroa,","Raha misy lehilahy mahita zazavavy virijina, izay tsy voafofo ho vadin'olona, ka misavika azy sady mandry aminy, koa hita izy roroa,dia hanome sekely volafotsy dimam-polo ho an'ny rain-drazazavavy ralehilahy izay nandry taminy; ary hovadiny izy, satria efa nosavihiny sady nandriany; ary tsy azony hisaorana izy amin'ny andro rehetra hiainany."
mg_5,23,25,"Raha mankany amin'ny tanim-boaloboky ny namanao ianao, dia mahazo manaram-po mihinam-boaloboka hahavoky anao; fa aza mitondra mody.","Raha mankany amin'ny tanim-boaloboky ny namanao ianao, dia mahazo manaram-po mihinam-boaloboka hahavoky anao; fa aza mitondra mody.Raha mankany amin'ny tanimbarin'ny namanao ianao, dia mahazo mioty salohim-bary ny tananao; fa aza jinjanao antsy ny varin'ny namanao."
mg_5,24,21,"Raha mioty ny voalobokao ianao, dia aza miverina hitsimpona izay sisa; fa aoka ho an'ny vahiny sy ny kamboty ary ny mpitondratena izany.","Raha mioty ny voalobokao ianao, dia aza miverina hitsimpona izay sisa; fa aoka ho an'ny vahiny sy ny kamboty ary ny mpitondratena izany.Ary tsarovy fa andevo tany amin'ny tany Egypta ianao; koa izany no andidiako anao hanao izany zavatra izany."
mg_5,25,18,"dia ny nitsenany anao teny an-dàlana sy ny namelezany ny vodi-lalanao, dia izay rehetra tsy afaka teo aorianao, raha reraka sy sasatra ianao; fa tsy natahotra an'Andriamanitra izy.","dia ny nitsenany anao teny an-dalana sy ny namelezany ny vodi-lalanao, dia izay rehetra tsy afaka teo aorianao, raha reraka sy sasatra ianao; fa tsy natahotra an'Andriamanitra izy.Ary rehefa omen'i Jehovah Andriamanitrao fitsaharana amin'ny fahavalonao rehetra manodidina ianao any amin'ny tany izay omen'i Jehovah Andriamanitrao anao ho lovanao, dia hovonoinao ny fahatsiarovana ny Amalekita tsy ho eo ambanin'ny lanitra intsony: aza hadinoinao izany."
mg_5,26,18,"Ary Jehovah kosa efa nampiteny anao androany fa firenena rakitra soa ho Azy ianao, araka izay nolazainy taminao, mba hitandremanao ny didiny rehetra,","Ary Jehovah kosa efa nampiteny anao androany fa firenena rakitra soa ho Azy ianao, araka izay nolazainy taminao, mba hitandremanao ny didiny rehetra,sy hanandratany anao ho ambonin'ny firenena rehetra izay nataony, ho fiderana sy ho anarana ary ho voninahitra ary mba ho firenena masina ho an'i Jehovah Andriamanitrao ianao, araka izay nolazainy."
mg_5,27,25,Hozonina izay mandray kolikoly hahafaty olo-marina. Ary ny vahoaka rehetra hanao hoe: Amena.,Hozonina izay mandray kolikoly hahafaty olo-marina. Ary ny vahoaka rehetra hanao hoe: Amena.Hozonina izay tsy mankatò ny tenin'ity lalàna ity. Ary ny vahoaka rehetra hanao hoe: Amena.
mg_5,28,68,"Ary ianao ho entin'i Jehovah an-tsambo hiverina any Egypta amin'izay lalana efa nolazaiko taminao hoe: Tsy hahita izany intsony ianao; dia hivaro-tena ho andevolahy sy ho andevovavy any amin'ny fahavalonareo ianareo, nefa tsy hisy mpividy.","Ary ianao ho entin'i Jehovah an-tsambo hiverina any Egypta amin'izay lalana efa nolazaiko taminao hoe: Tsy hahita izany intsony ianao; dia hivaro-tena ho andevolahy sy ho andevovavy any amin'ny fahavalonareo ianareo, nefa tsy hisy mpividy.<n>[Filazana ny faneken'i Jehovah tamin'ny Isiraely, sy fananarana azy, andrao misy mandika izany fanekena izany]</n> IZAO no tenin'ny fanekena izay nandidian'i Jehovah an'i Mosesy hatao amin'ny Zanak'Isiraely tany amin'ny tany Moaba, afa-tsy ilay fanekena nataony taminy tao Horeba."
mg_5,29,27,"ary fahavinirana sy fahatezerana ary fahatezerana mirehitra no nandroahan'i Jehovah azy tsy ho eo amin'ny taniny sy nampandehanany azy ho any amin'ny tany hafa, tahaka ny amin'izao anio izao.","ary fahavinirana sy fahatezerana ary fahatezerana mirehitra no nandroahan'i Jehovah azy tsy ho eo amin'ny taniny sy nampandehanany azy ho any amin'ny tany hafa, tahaka ny amin'izao anio izao.An'i Jehovah Andriamanitsika ny zava-miafina; fa antsika sy ny zanatsika mandrakizay kosa ny zavatra ambara, hankatoavantsika ny teny rehetra amin'ity lalàna ity."
mg_5,30,19,"Miantso ny lanitra sy ny tany aho anio ho vavolombelona aminareo fa efa nataoko teo anoloanao ny fiainana sy ny fahafatesana ary ny fitahiana sy ny fanozonana; koa mifidiana ny fiainana, mba ho velona ianao sy ny taranakao,","Miantso ny lanitra sy ny tany aho anio ho vavolombelona aminareo fa efa nataoko teo anoloanao ny fiainana sy ny fahafatesana ary ny fitahiana sy ny fanozonana; koa mifidiana ny fiainana, mba ho velona ianao sy ny taranakao,dia ny ho tia an'i Jehovah Andriamanitrao ianao ka hihaino ny feony sy hifikitra aminy; fa izany no fiainanao sy fahamaroan'ny andronao, mba honenanao eo amin'ny tany izay nianianan'i Jehovah tamin'i Abrahama sy Isaka ary Jakoba razanao, homena azy."
mg_5,31,29,"Fa fantatro fa rehefa maty aho, dia hanao ratsy tokoa ianareo ka hiala amin'ny lalana izay nasaiko nalehanareo; dia ho tratry ny loza ianareo any am-parany, satria hanao izay ratsy eo imason'i Jehovah ianareo ka hampahatezitra Azy amin'ny asan'ny tananareo.","Fa fantatro fa rehefa maty aho, dia hanao ratsy tokoa ianareo ka hiala amin'ny lalana izay nasaiko nalehanareo; dia ho tratry ny loza ianareo any am-parany, satria hanao izay ratsy eo imason'i Jehovah ianareo ka hampahatezitra Azy amin'ny asan'ny tananareo.Dia nolazain'i Mosesy teo anatrehan'ny fiangonana, dia ny Isiraely rehetra, ny tenin'izao fihirana izao mandra-pahavitany."
mg_5,33,28,"Ary mandry fahizay Isiraely, Mitokana irery ny loharanon'i Jakoba Ao amin'ny tany be vary sy ranom-boaloboka, Eny, mampilatsaka ando ny lanitra eo amboniny.","Ary mandry fahizay Isiraely, Mitokana irery ny loharanon'i Jakoba Ao amin'ny tany be vary sy ranom-boaloboka, Eny, mampilatsaka ando ny lanitra eo amboniny.Sambatra ianao, ry Isiraely; Iza no tahaka anao, ry olona voavonjin'i Jehovah, Ampingan'ny famonjena anao sy sabatry ny voninahitrao! Hikoy anao ny fahavalonao. Ary ianao handia ny fitoerany avo."
mg_5,34,11,"tamin'ny famantarana rehetra sy ny fahagagana, izay nanirahan'i Jehovah azy mba hataony tany Egypta tamin'i Farao sy ny mpanompony rehetra ary ny taniny rehetra","tamin'ny famantarana rehetra sy ny fahagagana, izay nanirahan'i Jehovah azy mba hataony tany Egypta tamin'i Farao sy ny mpanompony rehetra ary ny taniny rehetraary tamin'ny herin-tanana rehetra sy ny fampahatahorana lehibe rehetra, izay nasehon'i Mosesy teo imason'ny Isiraely rehetra."
mg_50,1,29,"Fa ianareo efa nomena noho ny an'i Kristy, tsy ny hino Azy ihany, fa ny hiharam-pahoriana koa noho ny aminy,","Fa ianareo efa nomena noho ny an'i Kristy, tsy ny hino Azy ihany, fa ny hiharam-pahoriana koa noho ny aminy,dia manana izany ady izany ianareo, izay hitanareo teo amiko sady mbola renareo fa ato amiko ihany ankehitriny."
mg_50,2,29,"Koa raiso ao amin'ny Tompo izy amin'ny fifaliana indrindra, ary omeo voninahitra izay olona tahaka izany;","Koa raiso ao amin'ny Tompo izy amin'ny fifaliana indrindra, ary omeo voninahitra izay olona tahaka izany;fa saiky maty izy noho ny asan'i Kristy sady nanao ny ainy tsy ho zavatra mba hanefa izay tsy vitanareo tamin'ny fanompoana ahy."
mg_50,4,22,"Manao veloma anareo ny olona masina rehetra, indrindra fa ny ankohonan'i Kaisara.","Manao veloma anareo ny olona masina rehetra, indrindra fa ny ankohonan'i Kaisara.Ho amin'ny fanahinareo anie ny fahasoavan'i Jesosy Kristy Tompo."
mg_51,1,28,"Izy no torinay, ka samy anarinay sy ampianarinay amin'ny fahendrena rehetra ny olona rehetra, mba samy hatolotray ho tanteraka ao amin'i Kristy izy rehetra.","Izy no torinay, ka samy anarinay sy ampianarinay amin'ny fahendrena rehetra ny olona rehetra, mba samy hatolotray ho tanteraka ao amin'i Kristy izy rehetra.Ary ny hahatanteraka izany no ikelezako aina koa sy iezahako fatratra araka ny fiàsan'ny herin'ilay miasa mahery ato anatiko."
mg_51,3,24,satria fantatrareo fa ny Tompo no handraisanareo ny lova ho valiny; fa manompo an'i Kristy Tompo ianareo.,"satria fantatrareo fa ny Tompo no handraisanareo ny lova ho valiny; fa manompo an'i Kristy Tompo ianareo.Fa izay manao ny tsy marina dia handray araka ny tsy marina nataony; fa tsy misy fizahan-tavan'olona,"
mg_51,4,17,Ary lazao amin'i Arkipo hoe: Tandremo ny fanompoana izay noraisinao tao amin'ny Tompo mba hahatanterahanao izany.,"Ary lazao amin'i Arkipo hoe: Tandremo ny fanompoana izay noraisinao tao amin'ny Tompo mba hahatanterahanao izany.Ity no veloma ataon'ny tanako, izaho Paoly. Tsarovy ny fifatorako. Ho aminareo anie ny fahasoavana."
mg_52,1,9,"Fa ireny ihany no milaza ny aminay, dia izay fidirana azonay ho aty aminareo sy ny nialanareo tamin'ny sampy hiverenana amin'Andriamanitra mba hanompo an'Andriamanitra velona sy marina,","Fa ireny ihany no milaza ny aminay, dia izay fidirana azonay ho atỳ aminareo sy ny nialanareo tamin'ny sampy hiverenana amin'Andriamanitra mba hanompo an'Andriamanitra velona sy marina,ary mba hiandry ny Zanany avy any an-danitra, Izay natsangany tamin'ny maty, dia Jesosy, izay Mpanafaka antsika amin'ny fahatezerana ho avy."
mg_52,3,12,"Ary ny Tompo anie hampitombo sy hampandroso anareo amin'ny fifankatiavana sy ny fitiavana ny olona rehetra, dia tahaka anay aminareo koa,","Ary ny Tompo anie hampitombo sy hampandroso anareo amin'ny fifankatiavana sy ny fitiavana ny olona rehetra, dia tahaka anay aminareo koa,mba hampiorina ny fonareo tsy hanan-tsiny amin'ny fahamasinana eo anatrehan'Andriamanitra Raintsika amin'ny fihavian'i Jesosy Tompontsika mbamin'ny masiny rehetra."
